Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label,L7Protocol,ProtocolName
192.168.180.37-10.200.7.9-1988-3128-6,10.200.7.9,3128,192.168.180.37,1988,6,26/04/201711:11:19,44,3,0,0,0,0,0,0,0,0,0,0,0,0,68181.8181818182,22,31.1126983722081,44,0,44,22,31.1126983722081,44,0,0,0,0,0,0,0,0,0,0,96,0,68181.8181818182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,215,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
207.244.80.182-10.200.7.199-443-46632-6,10.200.7.199,46632,207.244.80.182,443,6,26/04/201711:11:19,319177,20,11,2094,14693,1448,0,104.7,322.560169825561,4320,2,1335.72727272727,1513.74760715973,52594.6418444938,97.1247928265508,10639.2333333333,26615.1105897063,88769,0,319177,16798.7894736842,33302.5503721044,93998,0,221960,22196,45161.9331763181,121597,10,0,0,0,0,420,224,62.6611566622908,34.46363616426,0,4320,524.59375,1076.58213235294,1159029.08770161,0,0,0,1,0,0,0,0,0,541.516129032258,104.7,1335.72727272727,420,0,0,0,0,0,0,20,2094,11,14693,5840,34752,19,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.180.37-10.200.7.9-1988-3128-6,10.200.7.9,3128,192.168.180.37,1988,6,26/04/201711:11:19,17,3,0,0,0,0,0,0,0,0,0,0,0,0,176470.588235294,8.5,10.6066017177982,16,1,17,8.5,10.6066017177982,16,1,0,0,0,0,0,0,0,0,0,96,0,176470.588235294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,215,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.90.65-10.200.7.8-53609-3128-6,192.168.90.65,53609,10.200.7.8,3128,6,26/04/201711:11:19,65047,6,11,252,662,120,0,42,60.4780952080999,316,0,60.1818181818182,126.511515825096,14051.3782341999,261.349485756453,4065.4375,15781.7855895914,63241,0,1497,299.4,490.185985111774,1129,0,64849,6484.9,19947.3446322506,63241,0,0,0,0,0,144,268,92.2409949728658,169.108490783587,0,316,50.7777777777778,103.569559209119,10726.6535947712,0,0,0,1,0,0,0,0,1,53.7647058823529,42,60.1818181818182,144,0,0,0,0,0,0,6,252,11,662,8192,457,4,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.90.65-10.200.7.8-53609-3128-6,10.200.7.8,3128,192.168.90.65,53609,6,26/04/201711:11:19,205,3,0,328,0,316,6,109.333333333333,178.978583448784,0,0,0,0,1600000,14634.1463414634,102.5,144.956890143242,205,0,205,102.5,144.956890143242,205,0,0,0,0,0,0,0,0,0,0,60,0,14634.1463414634,0,6,316,83.5,155,24025,0,0,0,0,1,1,0,0,0,111.333333333333,109.333333333333,0,60,0,0,0,0,0,0,3,328,0,0,457,-1,2,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.90.65-10.200.7.8-53609-3128-6,10.200.7.8,3128,192.168.90.65,53609,6,26/04/201711:11:19,1,2,0,322,0,316,6,161,219.20310216783,0,0,0,0,3.22e+08,2e+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2e+06,0,6,316,212.666666666667,178.978583448784,32033.3333333333,0,1,0,0,1,0,0,0,0,319,161,0,40,0,0,0,0,0,0,2,322,0,0,457,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.10.41-10.200.7.9-50410-3128-6,192.168.10.41,50410,10.200.7.9,3128,6,26/04/201711:11:19,355658,5,20,331,5525,313,0,66.2,137.989854699539,854,0,276.25,356.931642430902,16465.2559481299,70.2922470463198,14819.0833333333,51185.5376253171,229205,0,355658,88914.5,169742.685679433,343390,29,355158,18692.5263157895,57200.3691425233,229205,0,0,0,0,0,112,460,14.058449409264,56.2337976370558,0,854,225.230769230769,330.212696023918,109040.424615385,0,0,0,1,0,0,0,0,4,234.24,66.2,276.25,112,0,0,0,0,0,0,5,331,20,5525,8192,108,4,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.10.41-10.200.7.9-50410-3128-6,10.200.7.9,3128,192.168.10.41,50410,6,26/04/201711:11:19,1,2,0,12,0,6,6,6,0,0,0,0,0,1.2e+07,2e+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2e+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,108,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.10.41-10.200.7.9-50410-3128-6,10.200.7.9,3128,192.168.10.41,50410,6,26/04/201711:11:19,62,2,0,12,0,6,6,6,0,0,0,0,0,193548.387096774,32258.064516129,62,0,62,62,62,62,0,62,62,0,0,0,0,0,0,0,0,0,40,0,32258.064516129,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,108,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
184.172.240.219-10.200.7.217-443-43569-6,10.200.7.217,43569,184.172.240.219,443,6,26/04/201711:11:19,94656,1,1,6,6,6,6,6,0,6,6,6,0,126.774847870183,21.1291413116971,94656,0,94656,94656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.5645706558485,10.5645706558485,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,23360,16616,0,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
